target_id	length	eff_length	est_counts	tpm
	329	230	0	0
	3203	3104	62.6962	1.22534
	462	363	0	0
	898	799	0	0
	516	417	2	0.29096
	1935	1836	0	0
	1072	973	0	0
	1487	1388	5.53136	0.241758
	667	568	0	0
	1539	1440	0	0
	831	732	3.41921	0.283369
	2233	2134	191.079	5.43196
	681	582	16.5419	1.72425
	1043	944	0	0
	532	433	6.76433	0.94771
	375	276	0	0
	538	439	0	0
	1484	1385	8.4651	0.370784
	1889	1790	8.10515	0.274692
	792	693	29.3073	2.56556
	439	340	11.0757	1.97621
	2676	2577	23.218	0.546574
	782	683	59.3921	5.27529
	730	631	0	0
	2080	1981	2.66387	0.0815769
	4665	4566	5.19865	0.0690706
	3023	2924	0	0
	2103	2004	0.137479	0.00416177
	1916	1817	0	0
	1945	1846	34.0923	1.12037
	1580	1481	1303.36	53.3887
	1465	1366	0	0
	1903	1804	0	0
	2589	2490	152.788	3.72246
	1870	1771	0.000721598	2.47181e-05
	2442	2343	263.249	6.81606
	1142	1043	36.5098	2.12355
	747	648	0	0
	1021	922	58.2351	3.83171
	1086	987	22.7674	1.39938
	581	482	0	0
	593	494	0	0
	2379	2280	0	0
	2336	2237	0.00596372	0.00016173
	4600	4501	0.994036	0.0133977
	2513	2414	0	0
	478	379	0	0
	861	762	0	0
	694	595	0	0
	489	390	0	0
	180	81	0	0
	3990	3891	421.759	6.5757
	2368	2269	1152.35	30.8097
	2227	2128	1827.82	52.1076
	4819	4720	98.1786	1.26187
	2389	2290	835.418	22.1313
	1977	1878	53.3532	1.72347
	1087	988	552.064	33.8978
	711	612	23.614	2.34076
	896	797	44.3077	3.37256
	838	739	112.379	9.22524
	578	479	52.6232	6.66469
	440	341	0	0
	660	561	0	0
	527	428	0.000859965	0.000121892
	577	478	5.25091	0.666416
	574	475	0	0
	587	488	0	0
	743	644	114.047	10.7432
	582	483	333.437	41.8798
	601	502	4.726	0.571122
	680	581	0	0
	547	448	0	0
	593	494	0	0
	568	469	0	0
	599	500	0	0
	484	385	0	0
	584	485	0	0
	662	563	0	0
	604	505	0	0
	702	603	0	0
	584	485	5.85451	0.732298
	4166	4067	0	0
	3472	3373	62.2602	1.11978
	3251	3152	1037.26	19.9636
	824	725	0	0
	862	763	1.77135	0.140838
	1602	1503	0	0
	1387	1288	4.49067	0.211511
	923	824	0	0
	1139	1040	16.368	0.954774
	1277	1178	40.7147	2.09674
	1014	915	0	0
	665	566	5.4562	0.584807
	2165	2066	377.043	11.0713
	568	469	39.8174	5.15037
	739	640	0	0
	792	693	0	0
	544	445	0	0
	1902	1803	0.122885	0.00413469
	1974	1875	48.0172	1.55358
	3076	2977	73.2671	1.49303
	2972	2873	13.3724	0.282365
	2635	2536	0	0
	2522	2423	0.692435	0.0173366
	551	452	3.72145	0.499474
	578	479	0	0
	566	467	4.60927	0.598761
	634	535	0	0
	573	474	0	0
	667	568	0	0
	1034	935	8.69657	0.564254
	2550	2451	49.1864	1.21742
	661	562	0	0
	766	667	3.39698	0.308963
	528	429	0	0
	557	458	0	0
	541	442	8.98324	1.23296
	950	851	11.6283	0.828943
	832	733	3.89613	0.322454
	452	353	0	0
	2844	2745	91.2412	2.01645
	1525	1426	0	0
	1488	1389	0	0
	625	526	0	0
	4549	4450	0	0
	3869	3770	18.7874	0.302317
	1915	1816	0	0
	409	310	0	0
	1240	1141	2	0.106337
	6712	6613	63.6265	0.583684
	4073	3974	0	0
	1087	988	0	0
	2793	2694	8.61836	0.194073
	1910	1811	6.01272	0.201415
	1598	1499	58.9732	2.38666
	1800	1701	19.6319	0.700159
	1814	1715	0.0122443	0.000433121
	986	887	29.4411	2.01358
	802	703	11.5015	0.992514
	822	723	0	0
	751	652	19.0283	1.77048
	627	528	0	0
	2494	2395	329.446	8.34484
	1691	1592	9.90753	0.377538
	1551	1452	178.938	7.47611
	816	717	58.1262	4.91803
	951	852	32.4189	2.30833
	632	533	41.1626	4.68505
	3923	3824	662.036	10.5027
	595	496	6.19302	0.75746
	536	437	0	0
	502	403	0	0
	3021	2922	7.63323	0.158477
	476	377	3.85227	0.61989
	835	736	9.85129	0.811996
	1025	926	0	0
	1124	1025	358.796	21.2355
	1351	1252	15.3209	0.742366
	2373	2274	128.026	3.41544
	1153	1054	13.0171	0.749226
	2542	2443	52.2892	1.29846
	2959	2860	126.564	2.68461
	1319	1220	107.156	5.32839
	2170	2071	42.1395	1.23438
	1992	1893	914.481	29.3064
	1031	932	3.67261	0.239055
	233	134	0	0
	6495	6396	0	0
	1748	1649	1.39082	0.051167
	2380	2281	3.60918	0.095989
	557	458	0	0
	572	473	77	9.87571
	563	464	0	0
	590	491	0	0
	553	454	0	0
	574	475	0	0
	602	503	0	0
	841	742	0	0
	548	449	0	0
	3655	3556	0	0
	3852	3753	0	0
	4254	4155	0	0
	555	456	0	0
	533	434	0	0
	534	435	0	0
	1016	917	0	0
	3741	3642	0	0
	563	464	0	0
	571	472	0	0
	507	408	0	0
	937	838	0	0
	451	352	0	0
	567	468	0	0
	594	495	0	0
	487	388	0	0
	622	523	0	0
	536	437	0	0
	4042	3943	0	0
	592	493	0	0
	545	446	0	0
	560	461	0	0
	593	494	0	0
	690	591	0	0
	3925	3826	0	0
	804	705	0	0
	3858	3759	0	0
	944	845	0	0
	896	797	0	0
	568	469	0	0
	640	541	0	0
	591	492	0	0
	547	448	0	0
	594	495	0	0
	565	466	3.1149	0.405505
	551	452	0	0
	593	494	0	0
	579	480	0	0
	478	379	0	0
	582	483	0	0
	548	449	0	0
	576	477	0	0
	575	476	0	0
	720	621	0	0
	315	216	0	0
	572	473	0	0
	2688	2589	2	0.0468637
	618	519	0	0
	632	533	0	0
	558	459	0	0
	699	600	0	0
	558	459	0	0
	3820	3721	0	0
	560	461	0	0
	525	426	0	0
	563	464	0	0
	586	487	0	0
	554	455	0	0
	586	487	0	0
	855	756	0	0
	536	437	0	0
	578	479	0	0
	734	635	0	0
	601	502	0	0
	533	434	0	0
	523	424	0	0
	545	446	0	0
	602	503	0	0
	561	462	0	0
	3860	3761	0	0
	6644	6545	399.184	3.7
	3242	3143	19.7541	0.381287
	727	628	2.25354	0.217692
	4895	4796	10.0064	0.126571
	537	438	0	0
	505	406	0	0
	2981	2882	7.25194	0.152651
	2677	2578	45.4192	1.0688
	768	669	0	0
	571	472	0	0
	559	460	0	0
	491	392	0	0
	4990	4891	1436.09	17.8124
	4510	4411	29.4104	0.404485
	1374	1275	0	0
	1423	1324	0	0
	1293	1194	36.0447	1.83137
	2552	2453	0	0
	549	450	0	0
	545	446	3.79297	0.515921
	549	450	0	0
	578	479	2.80572	0.355343
	546	447	3.65903	0.496589
	2487	2388	34.2506	0.870108
	2271	2172	2.94841	0.0823507
	543	444	0	0
	575	476	0	0
	1491	1392	33.28	1.45038
	680	581	0	0
	1850	1751	0	0
	546	447	0	0
	1927	1828	0	0
	574	475	0	0
	1320	1221	2.36197	0.117354
	598	499	0	0
	762	663	0	0
	548	449	0	0
	561	462	0	0
	1897	1798	0	0
	1886	1787	0	0
	2039	1940	0	0
	583	484	0	0
	1247	1148	0	0
	6856	6757	0	0
	8056	7957	0	0
	6868	6769	0	0
	7723	7624	0	0
	8991	8892	0	0
	670	571	0	0
	6414	6315	0	0
	6441	6342	0	0
	5673	5574	0	0
	4349	4250	0	0
	791	692	0	0
	493	394	0	0
	5667	5568	0	0
	838	739	28.563	2.34476
	216	117	0	0
	890	791	0	0
	710	611	0	0
	575	476	0	0
	850	751	0	0
	1830	1731	0	0
	669	570	0	0
	3978	3879	0	0
	850	751	0	0
	1600	1501	0	0
	4394	4295	0	0
	1526	1427	0	0
	1749	1650	0	0
	4212	4113	0	0
	548	449	0	0
	2854	2755	9.77727	0.215295
	1987	1888	1.33157	0.0427859
	444	345	2.156	0.379112
	6090	5991	19.646	0.198936
	4440	4341	135.406	1.89228
	572	473	2.71111	0.347716
	583	484	0	0
	549	450	0	0
	557	458	1.2507	0.165663
	521	422	0	0
	598	499	4.18955	0.509337
	673	574	0	0
	584	485	2.2814	0.285363
	2817	2718	0	0
	555	456	0	0
	546	447	0	0
	1026	927	0	0
	535	436	0	0
	568	469	0	0
	551	452	0	0
	1512	1413	0	0
	2788	2689	0	0
	568	469	0	0
	551	452	0	0
	2718	2619	7.00373	0.162231
	4263	4164	171.835	2.50346
	4193	4094	23.0515	0.341578
	3511	3412	99.2431	1.76453
	3324	3225	0	0
	539	440	0	0
	6074	5975	152.292	1.54625
	686	587	0	0
	1235	1136	121.027	6.4631
	1078	979	38.8512	2.40746
	549	450	17.0425	2.29752
	1294	1195	153.807	7.80811
	796	697	0	0
	513	414	48.8223	7.15412
	1068	969	82.8873	5.18923
	689	590	0	0
	10307	10208	6715.15	39.9074
	345	246	0	0
	1427	1328	30.3589	1.38684
	734	635	590.983	56.4599
	528	429	330.207	46.6947
	4235	4136	1531.54	22.464
	1048	949	86.8745	5.55347
	367	268	10.3002	2.33156
	717	618	47.8374	4.69589
	583	484	60.0628	7.52833
	1061	962	10.6296	0.670317
	948	849	1343.1	95.9712
	1792	1693	76.8735	2.7546
	579	480	2.36719	0.299179
	785	686	40.3589	3.56906
	932	833	0	0
	2487	2388	76.5122	1.94373
	908	809	17.2253	1.29169
	936	837	0	0
	826	727	0	0
	1255	1156	0	0
	1181	1082	15.6583	0.877921
	1289	1190	28	1.42741
	1016	917	2	0.132312
	1223	1124	0	0
	1268	1169	0	0
	1366	1267	0	0
	6822	6723	55.5091	0.500887
	992	893	0	0
	609	510	0	0
	349	250	0	0
	4148	4049	3232.5	48.4316
	577	478	0	0
	800	701	12.337	1.06765
	649	550	0	0
	6812	6713	111.292	1.00574
	647	548	0	0
	2562	2463	0.0178343	0.000439269
	2696	2597	4.45637e-05	1.04099e-06
	2671	2572	19.9208	0.469866
	2066	1967	0	0
	898	799	15.9664	1.21227
	499	400	0	0
	2791	2692	102.879	2.3184
	3589	3490	35.9936	0.62566
	567	468	0.827665	0.107287
	498	399	0	0
	2265	2166	28.0175	0.784711
	5086	4987	15.9289	0.193769
	1770	1671	74	2.68654
	162	63	0	0
	5855	5756	0.000541577	5.70793e-06
	5602	5503	0.00024051	2.65138e-06
	424	325	0	0
	5657	5558	200.936	2.1932
	5761	5662	970.173	10.3948
	556	457	0	0
	6853	6754	225.377	2.02436
	2471	2372	42.3141	1.0822
	128	29	0	0
	100	1.52009	0	0
	736	637	12.9061	1.22912
	5679	5580	2455.26	26.6933
	755	656	5.81774	0.538009
	5847	5748	155.639	1.64263
	7061	6962	514.194	4.48055
	100	1.52009	0	0
	5867	5768	36.7623	0.386648
	100	1.52009	0	0
	645	546	2.54988	0.283312
	640	541	0	0
	571	472	114.753	14.749
	497	398	71.0641	10.8319
	4272	4173	254.721	3.70302
	111	12	0	0
	582	483	126.524	15.8915
	100	1.52009	0	0
	100	1.52009	0.528844	21.1055
	99	1.2105	0	0
	683	584	108.479	11.2686
	1582	1483	0.0719353	0.00294266
	3211	3112	823.671	16.0566
	100	1.52009	0	0
	572	473	0	0
	100	1.52009	0	0
	2675	2576	1048.94	24.7026
	810	711	35.4367	3.02359
	2942	2843	41.6922	0.889645
	750	651	0	0
	1781	1682	0	0
	758	659	0	0
	939	840	66.4467	4.7988
	834	735	0	0
	1584	1485	0	0
	1843	1744	0	0
	1118	1019	0	0
	2242	2143	0	0
	1178	1079	162.643	9.14436
	980	881	0	0
	1889	1790	0	0
	955	856	0	0
	712	613	0	0
	711	612	0	0
	630	531	9.55244	1.09134
	740	641	0	0
	616	517	0	0
	744	645	0	0
	100	1.52009	0	0
	792	693	0	0
	762	663	0	0
	633	534	0	0
	578	479	0	0
	1106	1007	0	0
	897	798	0	0
	672	573	231.305	24.4888
	291	192	0	0
	7764	7665	41.5719	0.329023
	9363	9264	1730.68	11.3333
	1740	1641	52.5907	1.94419
	1249	1150	3.31068	0.174646
	3202	3103	16.3502	0.319653
	4236	4137	45.9547	0.673881
	2221	2122	0	0
	888	789	3.02785	0.232807
	2131	2032	4.71204	0.140677
	480	381	9.13704	1.45485
	146	47	0	0
	4452	4353	0	0
	986	887	0	0
	3545	3446	0	0
	361	262	0	0
	607	508	9.92777	1.18557
	545	446	0	0
	230	131	0	0
	340	241	0	0
	585	486	5.2276	0.652536
	100	1.52009	0	0
	1755	1656	119.65	4.38318
	904	805	0	0
	533	434	2.18756	0.30578
	5127	5028	1461.09	17.6287
	649	550	0	0
	100	1.52009	0	0
	452	353	0	0
	760	661	0	0
	330	231	0	0
	1602	1503	0	0
	1613	1514	0	0
	1459	1360	0	0
	1292	1193	0	0
	1241	1142	0	0
	524	425	0	0
	1054	955	0	0
	551	452	0	0
	543	444	0	0
	361	262	0	0
	923	824	0	0
	1230	1131	366.6	19.6638
	548	449	12.2191	1.65093
	489	390	0	0
	4364	4265	0	0
	4003	3904	15.0372	0.233666
	1190	1091	0	0
	549	450	0.718754	0.0968961
	741	642	0	0
	2176	2077	0	0
	2872	2773	14.088	0.308204
	1992	1893	14.0823	0.451297
	2932	2833	7.99833	0.171274
	754	655	4.79108	0.443742
	556	457	0	0
	542	443	3.47006	0.475196
	1123	1024	0	0
	962	863	29.2647	2.05718
	1432	1333	4.03011	0.183411
	1132	1033	15.0571	0.884258
	1585	1486	314.905	12.8558
	4006	3907	90.5938	1.40667
	584	485	0.0866144	0.010834
	4406	4307	0	0
	3859	3760	72.4851	1.1695
	3222	3123	0	0
	2298	2199	4.65026	0.128289
	475	376	0	0
	654	555	0	0
	527	428	0	0
	3434	3335	19.4008	0.352908
	3365	3266	0.133751	0.00248438
	1484	1385	0	0
	2464	2365	0	0
	593	494	8.30075	1.01936
	792	693	400.029	35.0185
	1034	935	57.4841	3.7297
	1147	1048	0.125399	0.00725893
	677	578	58.9936	6.19178
	1003	904	0	0
	788	689	0	0
	688	589	0	0
	840	741	0	0
	1310	1211	106.871	5.35369
	563	464	0	0
	428	329	0	0
	619	520	0	0
	628	529	28.8349	3.30675
	393	294	21.5466	4.44601
	916	817	0	0
	1971	1872	90.6422	2.9374
	586	487	1.9595	0.244093
	610	511	3.61091	0.428681
	13894	13795	1070.15	4.70611
	1082	983	14.2057	0.876693
	468	369	27.0192	4.44207
	478	379	11.4602	1.83439
	1757	1658	2	0.0731786
	1860	1761	1.14896	0.0395809
	1045	946	0	0
	1308	1209	395.578	19.8493
	2805	2706	443.096	9.93365
	479	380	102.897	16.427
	465	366	20.5349	3.40369
	1402	1303	42.8287	1.99402
	3264	3165	2.80721	0.0538071
	539	440	1.60958	0.221921
	3058	2959	0.00220757	4.52593e-05
	3832	3733	0	0
	571	472	2.58101	0.331731
	2505	2406	175.384	4.42213
	572	473	0	0
	704	605	1.24407	0.124747
	380	281	0	0
	1662	1563	0	0
	1200	1101	0	0
	1410	1311	0	0
	566	467	0.831452	0.108009
	1491	1392	0	0
	961	862	0	0
	1130	1031	0	0
	3379	3280	1.18381	0.021895
	644	545	0	0
	10779	10680	0	0
	1370	1271	0	0
	2656	2557	31.5758	0.749138
	10080	9981	1082.76	6.58105
	2931	2832	0	0
	2051	1952	1127.31	35.035
	2051	1952	3.32866	0.103449
	1082	983	47.4853	2.93052
	2701	2602	0	0
	1831	1732	0	0
	3670	3571	1918.84	32.5978
	2523	2424	100.696	2.52011
	575	476	52.6493	6.71003
	782	683	22.625	2.00959
	447	348	23.2061	4.0454
	783	684	12.2386	1.08546
	770	671	0	0
	653	554	5.90506	0.646626
	513	414	4.35797	0.63859
	906	807	83.5534	6.28101
	739	640	0	0
	694	595	0	0
	757	658	0	0
	429	330	14.2366	2.61716
	333	234	5.89227	1.52759
	540	441	0	0
	722	623	9.89029	0.963074
	874	775	80.7058	6.31745
	1518	1419	324.676	13.8805
	858	759	0	0
	1515	1416	540.001	23.135
	1138	1039	172.963	10.0989
	309	210	5.43057	1.56879
	908	809	10.4834	0.786123
	872	773	0	0
	739	640	12.6062	1.19493
	652	553	0	0
	628	529	4.11806	0.472253
	639	540	2.5197	0.28307
	996	897	19.6598	1.32961
	1308	1209	395.837	19.8623
	2327	2228	0	0
	4339	4240	0	0
	4094	3995	0	0
	2291	2192	0	0
	1413	1314	0	0
	277	178	0	0
	555	456	0	0
	598	499	0	0
	778	679	0	0
	480	381	0	0
	624	525	0	0
	3369	3270	0	0
	10020	9921	39.3496	0.240615
	7812	7713	18.2777	0.143759
	593	494	0	0
	4774	4675	0	0
	473	374	1.13033	0.183347
	435	336	0	0
	562	463	1.74351	0.228446
	6457	6358	55.6039	0.530547
	573	474	0	0
	683	584	0	0
	695	596	0	0
	2655	2556	230.662	5.47461
	3004	2905	589.589	12.3124
	678	579	0	0
	516	417	0	0
	278	179	0	0
	825	726	44.7693	3.74095
	836	737	194.065	15.9742
	729	630	2.63311	0.253552
	2859	2760	618.961	13.6048
	4004	3905	334.904	5.20281
	2630	2531	39.5302	0.947493
	567	468	0	0
	590	491	9.2191	1.13906
	2252	2153	0	0
	3377	3278	1	0.0185067
	3448	3349	5.77342	0.104582
	3447	3348	7.1179	0.128975
	2260	2161	19.9444	0.559893
	904	805	2.91779	0.219886
	899	800	0	0
	997	898	0	0
	834	735	1.39043	0.114763
	501	402	0	0
	540	441	0	0
	590	491	0	0
	1609	1510	0	0
	1394	1295	0	0
	390	291	4.66373	0.972253
	471	372	0	0
	7777	7678	246.336	1.94634
	10917	10818	257.226	1.44247
	487	388	3.7743	0.590125
	8048	7949	1790.77	13.6668
	293	194	5.42051	1.69503
	333	234	0	0
	243	144	0	0
	1622	1523	50.5369	2.01302
	1358	1259	31.739	1.52935
	1043	944	23.5643	1.51433
	490	391	0	0
	546	447	3.56022	0.483179
	776	677	22.4568	2.01232
	496	397	3.11853	0.476539
	569	470	10.5899	1.36689
	2815	2716	2093.31	46.7565
	3373	3274	49.536	0.91787
	2953	2854	0	0
	3454	3355	79.5876	1.4391
	6074	5975	1238.32	12.5728
	1440	1341	311.058	14.0718
	1931	1832	241.074	7.98294
	677	578	0	0
	335	236	9.39447	2.4149
	1659	1560	92.0571	3.5799
	321	222	0	0
	928	829	370.833	27.1371
	787	688	272.278	24.0084
	512	413	2.19137	0.321888
	2847	2748	3145.85	69.4479
	2375	2276	0.000217196	5.78919e-06
	5719	5620	321.377	3.4691
	933	834	114.808	8.35112
	560	461	5.50022	0.723798
	2262	2163	83.1805	2.33294
	1981	1882	0.511642	0.0164924
	1481	1382	26.9221	1.18179
	1804	1705	11.7497	0.418064
	690	591	0	0
	658	559	11.5437	1.25278
	556	457	2.63885	0.350298
	1230	1131	23.6545	1.26879
	712	613	0	0
	769	670	2.60104	0.235511
	559	460	6.60289	0.870792
	550	451	1.30356	0.175345
	3250	3151	28.3851	0.546488
	2925	2826	38.5132	0.826755
	3086	2987	82.1969	1.66939
	4338	4239	1907.35	27.2964
	3333	3234	122.743	2.30248
	594	495	30.1219	3.69161
	708	609	0	0
	543	444	1.26744	0.173174
	602	503	0	0
	763	664	24.1451	2.20597
	546	447	32.4142	4.39913
	597	498	6.35784	0.774496
	431	332	4.78999	0.875257
	582	483	14.2771	1.79322
	587	488	0	0
	549	450	0	0
	535	436	0	0
	5220	5121	1825.93	21.6306
	4976	4877	812.153	10.1024
	677	578	0	0
	1906	1807	0	0
	355	256	8.00483	1.89693
	1071	972	10.6598	0.665308
	306	207	0	0
	564	465	0	0
	605	506	7.73718	0.927621
	573	474	0	0
	554	455	0	0
	1040	941	0	0
	927	828	0	0
	997	898	0	0
	1026	927	0	0
	417	318	0	0
	642	543	0	0
	4161	4062	28.3871	0.423955
	3893	3794	65.8996	1.05372
	1886	1787	0	0
	383	284	4.6277	0.98852
	1798	1699	733.578	26.1934
	578	479	0	0
	579	480	103.817	13.121
	1616	1517	321.396	12.8527
	1559	1460	1663.84	69.1349
	714	615	74.8896	7.38729
	582	483	17.8333	2.23988
	2681	2582	448.05	10.5271
	819	720	35.9801	3.03158
	660	561	9.0214	0.975551
	1054	955	1008.08	64.0371
	870	771	0	0
	1351	1252	0	0
	582	483	16.4628	2.06774
	1888	1789	90.9573	3.08437
	566	467	25.0518	3.25433
	676	577	525.411	55.2411
	4596	4497	580.915	7.83661
	4318	4219	0	0
	933	834	142.38	10.3567
	1926	1827	7.49988	0.249031
	737	638	94.2057	8.95767
	2506	2407	4.46349	0.112496
	589	490	16.8227	2.08276
	1044	945	71.4596	4.58741
	948	849	183.425	13.1066
	1285	1186	20.8274	1.06534
	1096	997	17.8029	1.08326
	948	849	24.8182	1.77338
	524	425	13.5844	1.93905
	945	846	36.5121	2.61821
	873	774	18.1041	1.41897
	657	558	19.9284	2.16659
	619	520	0	0
	1025	926	3.9087	0.256071
	1012	913	15.5879	1.03575
	504	405	0	0
	4290	4191	592.351	8.57433
	3751	3652	0	0
	573	474	0	0
	2055	1956	0	0
	787	688	0	0
	533	434	0	0
	609	510	0	0
	1063	964	0	0
	1432	1333	1.3593	0.0618618
	628	529	0	0
	1483	1384	0	0
	608	509	0	0
	830	731	0	0
	654	555	0	0
	876	777	0	0
	762	663	0	0
	754	655	0	0
	828	729	0	0
	537	438	0	0
	862	763	51.6748	4.10859
	3027	2928	447.918	9.28038
	786	687	9.18807	0.811346
	897	798	6.03349	0.458674
	1735	1636	141.381	5.24258
	602	503	0	0
	3322	3223	2556.59	48.1216
	5340	5241	80.3934	0.930561
	3148	3049	1131.52	22.5135
	589	490	2.471	0.305925
	596	497	2.69689	0.32919
	494	395	4.24644	0.652179
	569	470	0	0
	1530	1431	0	0
	558	459	8.19249	1.08278
	665	566	15.2206	1.63137
	496	397	0	0
	769	670	2.88372	0.261106
	1670	1571	0	0
	1845	1746	212.933	7.39841
	1653	1554	99.4143	3.88093
	617	518	0.857281	0.1004
	661	562	12.4337	1.34216
	562	463	20.4746	2.6827
	583	484	0	0
	561	462	3.62615	0.476148
	3513	3414	245.291	4.35869
	1799	1700	0	0
	462	363	6.40892	1.07107
	1712	1613	0	0
	772	673	4.56725	0.411697
	1814	1715	38.5959	1.36526
	755	656	21.7196	2.00857
	4051	3952	0.00286645	4.40014e-05
	4153	4054	230.274	3.44588
	2460	2361	0	0
	864	765	0	0
	572	473	0	0
	551	452	0	0
	582	483	19.3773	2.43379
	11156	11057	1130.13	6.20053
	2386	2287	35.9622	0.953935
	2448	2349	116.945	3.02021
	3380	3281	0	0
	645	546	0	0
	734	635	2.0765	0.198379
	563	464	0	0
	4432	4333	590.969	8.27398
	665	566	0	0
	573	474	10.9792	1.40517
	2003	1904	189.782	6.04683
	587	488	2.08845	0.259622
	560	461	0	0
	804	705	5.34839	0.460228
	1506	1407	7.83288	0.337727
	8632	8533	1559.03	11.0838
	524	425	14.3441	2.0475
	625	526	9.69361	1.11799
	8703	8604	0.122825	0.000866013
	5152	5053	118.583	1.42368
	5036	4937	433.943	5.33222
	880	781	0	0
	419	320	0	0
	3630	3531	398.278	6.84269
	6137	6038	0	0
	1890	1791	3.39858	0.115117
	6902	6803	0	0
	3046	2947	0	0
	6895	6796	0	0
	505	406	0	0
	5988	5889	0	0
	4039	3940	24.1233	0.371432
	2225	2126	6.18704	0.176546
	6811	6712	1.7174	0.0155224
	6787	6688	212.454	1.92712
	3848	3749	181.57	2.9381
	4247	4148	0	0
	3999	3900	4.09348	0.0636747
	4865	4766	24.0419	0.306023
	3000	2901	375.568	7.85379
	1206	1107	148.012	8.11126
	852	753	24.5146	1.975
	451	352	101.906	17.5628
	939	840	0	0
	398	299	1.2591	0.255463
	991	892	10.7409	0.73049
	498	399	0	0
	969	870	0	0
	1895	1796	0	0
	2279	2180	0	0
	2199	2100	0	0
	866	767	1.76847	0.139875
	2207	2108	14.2365	0.409704
	1773	1674	0.0011258	4.07984e-05
	2135	2036	0	0
	4964	4865	4.485	0.0559266
	2747	2648	10.3237	0.236514
	2466	2367	0	0
	2554	2455	0	0
	2321	2222	0	0
	2501	2402	0	0
	2639	2540	0	0
	2332	2233	0	0
	1935	1836	0	0
	579	480	0	0
	2255	2156	23.9317	0.673384
	1755	1656	20.0908	0.735997
	1337	1238	0	0
	2037	1938	0	0
	1222	1123	1.41758	0.0765782
	1865	1766	0	0
	1431	1332	0	0
	1738	1639	2.66096e-05	9.84914e-07
	1809	1710	0	0
	484	385	0	0
	937	838	0	0
	1065	966	0	0
	538	439	2.11755	0.292622
	1126	1027	0	0
	615	516	0	0
	3328	3229	4.19764	0.0788635
	1812	1713	0	0
	719	620	2.64201	0.258513
	555	456	0.858016	0.114148
	608	509	0	0
	1357	1258	16.1128	0.777013
	203	104	0	0
	598	499	0	0
	3247	3148	17.506	0.337359
	887	788	0	0
	1915	1816	89	2.97312
	680	581	5.48249	0.572453
	1464	1365	130.481	5.799
	945	846	24.5311	1.75908
	872	773	20.799	1.63231
	669	570	18.6917	1.98935
	2358	2259	0	0
	1007	908	33.6161	2.24595
	968	869	0	0
	538	439	0.498531	0.0688916
	941	842	0	0
	760	661	0	0
	583	484	0	0
	3867	3768	0	0
	3835	3736	0	0
	8946	8847	267.548	1.83461
	540	441	0	0
	1843	1744	6414.43	223.126
	5330	5231	89.3668	1.03641
	1677	1578	3697.12	142.133
	781	682	0	0
	713	614	40.4194	3.99356
	531	432	24.218	3.4009
	483	384	0	0
	579	480	0	0
	392	293	0	0
	841	742	2	0.163518
	4313	4214	6.51675	0.0938157
	5147	5048	5.1993	0.0624834
	776	677	0	0
	287	188	0	0
	5364	5265	1840.39	21.2056
	3629	3530	68.3164	1.17406
	868	769	39.3144	3.10144
	601	502	0.603889	0.0729781
	758	659	0	0
	633	534	38.4135	4.36396
	868	769	0	0
	911	812	12.2476	0.915026
	232	133	10.5097	4.79375
	800	701	0	0
	624	525	2.79058	0.322459
	568	469	0	0
	4510	4411	98.0213	1.3481
	3773	3674	10.4314	0.172244
	604	505	12.5741	1.51051
	561	462	0	0
	5188	5089	112.588	1.34215
	4059	3960	365.397	5.59769
	2846	2747	3.29188	0.0726983
	2908	2809	4.03987	0.0872477
	1977	1878	0	0
	582	483	6.98811	0.87771
	1330	1231	55.2315	2.72187
	477	378	8.95191	1.43669
	881	782	0	0
	567	468	8.04809	1.04324
	877	778	0	0
	488	389	0	0
	430	331	3.8384	0.703495
	457	358	3.1616	0.53575
	14581	14482	2464.62	10.3243
	3141	3042	0	0
	3050	2951	0	0
	350	251	0	0
	614	515	3.35467	0.395168
	309	210	0	0
	683	584	0	0
	422	323	0	0
	316	217	0	0
	421	322	0	0
	591	492	0	0
	900	801	3.22071	0.243926
	567	468	0	0
	1440	1341	67.1854	3.03938
	1752	1653	84.7692	3.11103
	1743	1644	0	0
	817	718	0	0
	515	416	10.8247	1.57856
	520	421	0	0
	402	303	0	0
	2126	2027	118.182	3.537
	742	643	3.80775	0.359249
	572	473	30.7466	3.94344
	578	479	5.80339	0.734996
	547	448	11.5937	1.56994
	859	760	0	0
	720	621	12.8668	1.25695
	1704	1605	0.00499908	0.000188953
	1542	1443	130.441	5.48387
	1667	1568	198.624	7.68466
	1742	1643	109.169	4.03089
	1798	1699	0	0
	1311	1212	0	0
	369	270	18.5589	4.16992
	840	741	8.92368	0.730575
	562	463	1.79887	0.235699
	580	481	0	0
	306	207	0	0
	578	479	1	0.126649
	1759	1660	97.3718	3.55847
	1704	1605	0.00499908	0.000188953
	1909	1810	0	0
	957	858	0	0
	1514	1415	0	0
	1881	1782	52.9861	1.80382
	2714	2615	26.1641	0.606977
	2155	2056	275.751	8.13641
	650	551	2.95512	0.325359
	922	823	52.4151	3.86363
	831	732	11.7215	0.971425
	1625	1526	0	0
	1830	1731	0	0
	581	482	0	0
	509	410	0	0
	461	362	0	0
	593	494	6.00695	0.737676
	468	369	0	0
	343	244	0	0
	2527	2428	2.07114	0.0517487
	1523	1424	0	0
	919	820	0	0
	2526	2427	3.60444	0.0900964
	3828	3729	120.324	1.95749
	3001	2902	19.5962	0.409649
